Planet_Name,Host_Star_Name,Number_of_Stars,Number_of_Planets,Number_of_Moons,Discovery_Method,Discovery_Year,Discovery_Facility,Orbital_Period_Days,Orbital_Distance_AU,Planet_Radius_Earth_Units,Planet_Radius_Jupiter_Units,Planet_Mass_Earth_Units,Planet_Mass_Jupiter_Units,Mass_Measurement_Type,Orbit_Eccentricity,Insolation_Flux_Earth_Units,Equilibrium_Temperature_K,Star_Spectral_Type,Star_Temperature_K,Star_Radius_Solar_Units,Star_Mass_Solar_Units,Star_Metallicity,Star_Metallicity_Ratio,Star_Surface_Gravity,Right_Ascension_Deg,Declination_Deg,Distance_From_Earth_Light_Years,Star_Gaia_Magnitude
BD+20 2457 c,BD+20 2457,1,2,0,Radial Velocity,2009,McDonald Observatory,621.99,2.01,12.4,1.1,3963.17,12.47,Msini,0.18,4.515000000000001,449.05,K2 II,4137.0,49.0,2.8,-1.0,[Fe/H],1.51,154.186782,19.8912626,5021.856547599999,9.22684
BD+20 274 b,BD+20 274,1,1,0,Radial Velocity,2012,McDonald Observatory,578.2,1.3,13.0,1.16,1334.886,4.2,Msini,0.21,4.515000000000001,449.05,K5 III,4296.0,17.3,0.8,-0.46,[Fe/H],1.99,25.9203179,21.0052692,4313.4457156,8.91613
BD+20 594 b,BD+20 594,1,1,0,Transit,2016,K2,41.6855,0.241,2.57807,0.23,22.2481,0.07,Mass,0.0,106.484,546.0,G,5766.0,1.08,1.67,-0.15,[Fe/H],4.5,53.6511231,20.5990205,585.32281916,10.8644
BD+37 3172 b,BD+37 3172,1,1,0,Radial Velocity,2023,McDonald Observatory,1887.76,4.65,12.4,1.11,3368.9811142,10.6,Msini,0.59,4.515000000000001,449.05,Unknown,4500.0,50.24,3.75,-0.03,[Fe/H],1.5,278.8155071,38.1153886,1481.56689156,8.84772
BD+42 2315 b,BD+42 2315,1,1,0,Radial Velocity,2023,McDonald Observatory,123.05,0.54,14.2,1.26,174.80562385,0.55,Msini,0.73,4.515000000000001,449.05,Unknown,4500.0,17.85,1.38,-0.2,[Fe/H],2.0,187.5887597,41.2695674,1991.8836154,9.43036
BD+45 564 b,BD+45 564,1,1,0,Radial Velocity,2021,Haute-Provence Observatory,307.88,0.83,13.6,1.21,432.24663352,1.36,Msini,0.12,4.515000000000001,449.05,K1,5004.0,0.813064,0.81,-0.09,[Fe/H],4.22,32.9470485,45.9242187,174.89137032,9.41266
BD+48 738 b,BD+48 738,1,1,0,Radial Velocity,2011,McDonald Observatory,392.6,1.0,13.9,1.24,289.2253,0.91,Msini,0.2,4.515000000000001,449.05,K0 III,4414.0,11.0,0.74,-0.2,[Fe/H],2.24,40.7102869,49.5869395,2842.42670908,8.65569
BD+48 740 b,BD+48 740,1,1,0,Radial Velocity,2018,Multiple Observatories,733.0,1.7,13.5,1.2,540.311,1.7,Msini,0.76,4.515000000000001,449.05,K3 III,4534.0,10.33,1.09,-0.13,[Fe/H],2.48,40.7425426,48.9300579,2174.12001884,8.26449
BD+49 828 b,BD+49 828,1,1,0,Radial Velocity,2015,McDonald Observatory,2590.0,4.2,13.5,1.21,508.5,1.6,Msini,0.35,4.515000000000001,449.05,K0,4943.0,7.6,1.52,-0.19,[Fe/H],2.85,45.6406187,49.7299481,1441.7465055199998,9.02851
BD+55 362 b,BD+55 362,1,1,0,Radial Velocity,2021,Haute-Provence Observatory,265.59,0.78,14.0,1.25,228.83645304,0.72,Msini,0.27,4.515000000000001,449.05,K3,5012.0,0.896193,0.909,0.18,[Fe/H],4.09,23.9636676,56.6982282,171.45923073199998,9.15305
BD+60 1417 b,BD+60 1417,1,1,0,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,33000.0,1662.0,14.68376472,1.31,4767.426105,15.0,Mass,0.4,68.8655,1303.0,K0,4993.0,0.797,1.0,-0.036,Unknown,4.5539,190.8875453,60.0143636,146.621146708,9.17439
BD+63 1405 b,BD+63 1405,1,1,0,Radial Velocity,2021,Haute-Provence Observatory,1198.48,2.06,12.4,1.11,3305.4154328,10.4,Mass,0.88,4.515000000000001,449.05,K0,5000.0,0.804724,0.816,-0.09,[Fe/H],4.2,271.3979337,63.6700064,124.09355178799998,8.705
BD-06 1339 b,BD-06 1339,1,2,0,Radial Velocity,2013,La Silla Observatory,3.8728,0.0428,12.6,1.12,1523.03372634,4.792,Mass,0.0,4.515000000000001,449.05,K7/M0 V,4324.0,0.686355,0.7,-0.14,[Fe/H],4.74,88.2511811,-5.9963378,66.11019042,9.10677
BD-06 1339 c,BD-06 1339,1,2,0,Radial Velocity,2013,La Silla Observatory,125.94,0.435,8.38,0.747,53.0,0.17,Msini,0.31,4.515000000000001,449.05,K7/M0 V,4324.0,0.686355,0.7,-0.14,[Fe/H],4.74,88.2511811,-5.9963378,66.11019042,9.10677
BD-08 2823 b,BD-08 2823,1,2,0,Radial Velocity,2009,La Silla Observatory,5.6,0.06,12.6,1.12,2948.49413174,9.277,Mass,0.15,4.515000000000001,449.05,K3 V,4816.0,0.71,0.5,-0.06,[Fe/H],4.43,150.1971964,-9.5165689,134.813973352,9.50331
BD-08 2823 c,BD-08 2823,1,2,0,Radial Velocity,2009,La Silla Observatory,237.6,0.68,12.5,1.11,104.0,0.33,Msini,0.19,4.515000000000001,449.05,K3 V,4746.0,0.71,0.74,-0.07,[Fe/H],4.13,150.1971964,-9.5165689,134.813973352,9.50331
BD-10 3166 b,BD-10 3166,1,1,0,Radial Velocity,2000,W. M. Keck Observatory,3.48777,0.04,14.1,1.26,187.5197,0.59,Msini,0.02,4.515000000000001,449.05,K0 V,5393.0,0.91,1.47,0.38,[Fe/H],4.69,164.6191243,-10.7704227,275.29816876399997,9.83981
BD-11 4672 b,BD-11 4672,1,2,0,Radial Velocity,2014,La Silla Observatory,1634.0,2.36,14.1,1.25,206.5895,0.65,Msini,0.05,4.515000000000001,449.05,K7V,4550.0,0.639,0.651,-0.35,[Fe/H],4.642,278.3688659,-11.6370481,88.60516974,9.48511
BD-11 4672 c,BD-11 4672,1,2,0,Radial Velocity,2020,Roque de los Muchachos Observatory,74.2,0.3,4.04,0.36,15.37,0.04835919,Msini,0.4,4.515000000000001,449.05,K7V,4550.0,0.639,0.651,-0.35,[Fe/H],4.642,278.3688659,-11.6370481,88.60516974,9.48511
BD-13 2130 b,BD-13 2130,1,1,0,Radial Velocity,2007,La Silla Observatory,714.29999,1.66,12.5,1.11,3108.3774,9.78,Msini,0.21,4.515000000000001,449.05,G5 IV/V,4545.0,19.17,2.12,-0.08,[Fe/H],2.2,114.2884692,-13.9066703,3017.64097384,9.69971
BD-14 3065 b,BD-14 3065 A,3,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.2889731,0.0656,21.59,1.926,3932.0,12.37,Mass,0.066,646.761,2001.0,Unknown,6935.0,2.35,1.41,-0.34,[Fe/H],3.85,153.6696689,-15.6428372,1922.43847988,10.91
BD-17 63 b,BD-17 63,1,1,0,Radial Velocity,2008,La Silla Observatory,655.57,1.34,12.8,1.15,1639.99458012,5.16,Mass,0.5439,4.515000000000001,449.05,K5 V,4714.0,0.74,0.741,-0.03,[Fe/H],4.26,7.1413494,-16.2273254,112.39433606799999,9.20112
BD-210397 b,BD-210397,1,2,0,Radial Velocity,2023,La Silla Observatory,1891.0,2.63,14.0,1.25,214.0,0.7,Msini,0.1,0.02,449.05,K7 V,4051.0,0.747,0.679,0.12,[Fe/H],4.67,33.3024198,-21.1962147,77.40464654399999,9.25962
BD-210397 c,BD-210397,1,2,0,Radial Velocity,2023,La Silla Observatory,6240.0,5.9,12.9,1.15,1525.5763536,4.8,Mass,0.43,0.0039,449.05,K7 V,4051.0,0.747,0.69,0.12,[Fe/H],4.67,33.3024198,-21.1962147,77.40464654399999,9.25962
BEBOP-3 b,BEBOP-3,2,1,0,Radial Velocity,2025,Haute-Provence Observatory,547.0,1.444,14.2,1.26,177.34825111,0.558,Msini,0.247,4.515000000000001,449.05,Unknown,6033.0,1.414,1.083,-0.02,[Fe/H],4.203,110.902655,79.1323952,388.29524112,9.1008
BEBOP-4 AB b,BEBOP-4 A,2,1,0,Radial Velocity,2025,Haute-Provence Observatory,1823.5,3.634,12.6,1.12,8358.8871041,26.3,Mass,0.428,4.515000000000001,449.05,G3 V,5701.43,2.75645,1.507,0.2615,[M/H],3.56597,192.5772651,26.1595358,764.16393864,9.43326
Barnard b,Barnard's star,1,4,0,Radial Velocity,2024,Paranal Observatory,3.1542,0.0229,0.72,0.0642,0.299,0.00094076,Msini,0.03,6.76,438.0,M3.5-4 V,3195.0,0.185,0.162,-0.56,[Fe/H],4.9,269.4486144,4.7379808,5.957402417999999,8.19511
Barnard c,Barnard's star,1,4,0,Radial Velocity,2025,Gemini Observatory,4.1244,0.0274,0.743,0.0663,0.335,0.00105403,Msini,0.08,4.515000000000001,400.0,M3.5-4 V,3195.0,0.185,0.162,-0.56,[Fe/H],4.9,269.4486144,4.7379808,5.957402417999999,8.19511
Barnard d,Barnard's star,1,4,0,Radial Velocity,2025,Gemini Observatory,2.3402,0.0188,0.694,0.062,0.263,0.00082749,Msini,0.04,4.515000000000001,483.0,M3.5-4 V,3195.0,0.185,0.162,-0.56,[Fe/H],4.9,269.4486144,4.7379808,5.957402417999999,8.19511
Barnard e,Barnard's star,1,4,0,Radial Velocity,2025,Gemini Observatory,6.7392,0.0381,0.637,0.0568,0.193,0.00060725,Msini,0.04,4.515000000000001,340.0,M3.5-4 V,3195.0,0.185,0.162,-0.56,[Fe/H],4.9,269.4486144,4.7379808,5.957402417999999,8.19511
CD Cet b,CD Cet,1,1,0,Radial Velocity,2020,Calar Alto Observatory,2.2907,0.0185,1.82,0.162,3.95,0.01242809,Msini,0.152,8.6,464.0,M5.0 V,3130.0,0.175,0.161,0.13,[Fe/H],4.93,48.3530155,4.7751881,28.072736154,12.1232
CD-35 2722 b,CD-35 2722,1,1,0,Imaging,2011,Gemini Observatory,33000.0,67.0,17.37392009,1.55,9375.9380065,29.5,Mass,0.4,68.8655,1800.0,M1 V,3689.0,0.558549,0.4,-0.16,[m/H],4.24,92.3300147,-35.8255375,73.025023776,10.2176
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,Imaging,2011,W. M. Keck Observatory,10037.5,2.6,12.4,1.11,3337.1,10.5,Mass,0.4,68.8655,370.0,Unknown,580.5,1.1830500000000002,0.021,-0.036,Unknown,4.725,224.6208333,10.2286111,75.342036,10.7319
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,0,Imaging,2020,Hubble Space Telescope,8040000.0,200.0,20.8487041,1.86,2479.0615746,7.8,Mass,0.4,68.8655,1800.0,M9-L1,2320.0,0.245,0.0147,-0.036,Unknown,3.845,246.934277,-23.98115,308.601305612,10.7319
CHXR 73 b,CHXR 73,1,1,0,Imaging,2006,Hubble Space Telescope,33000.0,210.0,12.3,1.1,3994.486,12.569,Mass,0.4,68.8655,1542.5,M3.5,3099.0,1.1830500000000002,0.35,-0.036,Unknown,4.31078,166.6193985,-77.6258725,620.91622344,17.2934
CI Tau c,CI Tau,1,1,0,Radial Velocity,2024,Multiple Observatories,25.2,0.17,13.0,1.16,1144.1822652,3.6,Msini,0.58,4.515000000000001,449.05,K7,3807.0,1.880857,0.9,0.05,Unknown,4.37,68.4667685,22.8416192,515.31995688,12.1454
COCONUTS-2 b,COCONUTS-2 A,1,1,0,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000.0,7506.0,12.57647635,1.122,2383.7130525,7.5,Mass,0.4,68.8655,493.0,M3 V,3552.0,0.366,0.4,0.0,[Fe/H],4.91,117.300914,-76.702696,35.506646784,10.146
CT Cha b,CT Cha,1,1,0,Imaging,2007,Paranal Observatory,33000.0,440.0,24.66,2.2,5403.0,17.0,Mass,0.4,68.8655,2600.0,K5e,4403.0,1.679694,0.9,-0.56,[Fe/H],3.66,166.0375038,-76.4553693,622.0447231999999,11.7733
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,1,1,0,Imaging,2025,James Webb Space Telescope (JWST),33000.0,2.48,12.2,1.09,4926.3403085,15.5,Mass,0.4,68.8655,390.0,Y,4365.5,1.1830500000000002,0.024,-0.036,Unknown,4.31078,293.8262172,-15.7725727,47.064310799999994,10.7319
CoRoT-1 b,CoRoT-1,1,1,0,Transit,2008,CoRoT,1.5089557,0.02752,16.7,1.49,327.35,1.03,Mass,0.0,2852.63,1898.0,G0 V,5950.0,1.11,0.95,-0.3,[M/H],4.25,102.0798591,-3.1021394,2569.81247804,13.457
CoRoT-10 b,CoRoT-10,1,1,0,Transit,2010,CoRoT,13.2406,0.1055,10.87,0.97,874.0,2.75,Mass,0.53,16.1089,600.0,K1 V,5075.0,0.79,0.89,0.26,[Fe/H],4.65,291.0636813,0.7460143,1103.66624216,14.6645
CoRoT-11 b,CoRoT-11,1,1,0,Transit,2010,CoRoT,2.99433,0.0436,16.03,1.43,740.51,2.33,Mass,0.0,1890.649,1657.0,F6 V,6440.0,1.37,1.27,-0.03,[Fe/H],4.22,280.6872998,5.9376586,2136.44247772,12.841
CoRoT-12 b,CoRoT-12,1,1,0,Transit,2010,CoRoT,2.828042,0.04016,16.14,1.44,291.438,0.917,Mass,0.07,661.1334,1442.0,Unknown,5675.0,1.116,1.078,0.16,[Fe/H],4.375,100.7656871,-1.2964437,3673.7233371999996,15.3453
CoRoT-13 b,CoRoT-13,1,1,0,Transit,2010,CoRoT,4.03519,0.051,9.92,0.885,415.704,1.308,Mass,0.0,546.5339,1700.0,G0 V,5945.0,1.01,1.09,0.01,[Fe/H],4.46,102.7211432,-5.0864557,3747.3041308,14.9147
CoRoT-14 b,CoRoT-14,1,1,0,Transit,2010,CoRoT,1.51214,0.027,12.22,1.09,2415.4,7.6,Mass,0.0,106.484,1952.0,F9 V,6035.0,1.21,1.13,0.05,[Fe/H],4.35,103.4242023,-5.5360385,5690.117576,15.8116
CoRoT-16 b,CoRoT-16,1,1,0,Transit,2011,CoRoT,5.35227,0.0618,13.11,1.17,170.032,0.535,Mass,0.33,106.484,833.0,G5 V,5650.0,1.19,1.098,0.19,[M/H],4.36,278.5246658,-6.0026026,2388.79589804,15.6507
CoRoT-17 b,CoRoT-17,1,1,0,Transit,2011,CoRoT,3.7681,0.0461,11.43,1.02,772.29,2.43,Mass,0.0,106.484,1626.0,G2 V,5740.0,1.59,1.04,0.0,[Fe/H],4.4,278.699236,-6.612288,3835.9859471999994,15.4368
CoRoT-18 b,CoRoT-18,1,1,0,Transit,2011,CoRoT,1.9000693,0.0295,14.68,1.31,1102.82,3.47,Mass,0.08,823.7009,1550.0,G9 V,5440.0,1.0,0.95,-0.1,[Fe/H],4.4,98.1724172,-0.0316045,2494.7313668399997,14.8009
CoRoT-19 b,CoRoT-19,1,1,0,Transit,2011,CoRoT,3.89713,0.0518,14.46,1.29,352.78,1.11,Mass,0.047,1103.809,2000.0,F9 V,6090.0,1.65,1.21,-0.02,[Fe/H],4.07,97.0335983,-0.1707293,2578.79481428,13.7831
CoRoT-2 b,CoRoT-2,2,1,0,Transit,2008,CoRoT,1.7429935,0.02798,16.432,1.466,1102.82,3.47,Mass,0.0143,932.9076,1521.0,Unknown,5625.0,0.906,0.96,0.04,[Fe/H],4.53,291.7770457,1.3836634,695.63530148,12.2489
CoRoT-20 b,CoRoT-20,1,2,0,Transit,2011,CoRoT,9.24285,0.09,9.41556,0.84,1366.669,4.3,Mass,0.59,180.8704,1024.0,G2 V,5880.0,1.02,1.14,0.14,Unknown,4.35,97.7204249,0.2268931,2752.95559516,14.4686
CoRoT-20 c,CoRoT-20,1,2,0,Radial Velocity,2018,Multiple Observatories,1675.0,2.9,12.2,1.09,5403.11,17.0,Msini,0.6,4.515000000000001,449.05,G2 V,5880.0,1.02,1.14,0.14,Unknown,4.35,97.7204249,0.2268931,2752.95559516,14.4686
CoRoT-21 b,CoRoT-21,1,1,0,Transit,2012,CoRoT,2.72474,0.0417,14.5717,1.3,718.2958,2.26,Mass,0.0,106.484,833.0,F8 IV,6200.0,1.95,1.29,0.0,[Fe/H],3.7,101.0526207,-0.2991544,4562.381663110701,15.8558
CoRoT-22 b,CoRoT-22,1,1,0,Transit,2014,CoRoT,9.75598,0.092,4.88,0.435,12.2,0.038,Mass,0.077,106.484,885.0,G3 V,5939.0,1.136,1.099,0.17,[Fe/H],4.361,280.6671392,6.2191669,2045.5134464799999,13.7305
CoRoT-23 b,CoRoT-23,1,1,0,Transit,2011,CoRoT,3.6313,0.048,11.77,1.05,889.9,2.8,Mass,0.16,106.484,1660.0,G0 V,5900.0,1.61,1.14,0.05,[Fe/H],4.3,279.7826586,4.3577516,3460.4173132,15.0681
CoRoT-24 b,CoRoT-24,1,2,0,Transit,2014,CoRoT,5.1134,0.056,3.7,0.33,5.7,0.018,Mass,0.0,106.484,1070.0,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],4.55,101.922543,-3.7192892,1929.3921257999998,15.1801
CoRoT-24 c,CoRoT-24,1,2,0,Transit,2014,CoRoT,11.759,0.098,5.0,0.44,28.0,0.088,Mass,0.0,106.484,850.0,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],4.55,101.922543,-3.7192892,1929.3921257999998,15.1801
CoRoT-25 b,CoRoT-25,1,1,0,Transit,2013,CoRoT,4.86069,0.0578,12.11,1.08,85.81,0.27,Mass,0.0,106.484,1330.0,F9,6040.0,1.19,1.09,-0.01,[Fe/H],4.31,280.6296561,6.5138223,3599.0662288,14.711
CoRoT-26 b,CoRoT-26,1,1,0,Transit,2013,CoRoT,4.20474,0.0526,14.12,1.26,165.26,0.52,Mass,0.0,106.484,1600.0,G5,5590.0,1.79,1.09,0.01,[Fe/H],3.99,279.7504991,6.9697828,3408.9172808,15.4682
CoRoT-27 b,CoRoT-27,1,1,0,Transit,2014,CoRoT,3.57532,0.0476,11.287,1.007,3302.11,10.39,Mass,0.065,106.484,1500.0,G2,5900.0,1.08,1.05,-0.1,[M/H],4.4,278.4958319,5.5383811,3295.0888367999996,15.3902
CoRoT-28 b,CoRoT-28,1,1,0,Transit,2015,CoRoT,5.20851,0.0603,10.704595,0.955,153.82972,0.484,Mass,0.047,106.484,833.0,G8/9 IV,5150.0,1.78,1.01,0.15,[Fe/H],3.6,278.6883216,5.5736911,2498.95182548,13.4119
CoRoT-29 b,CoRoT-29,1,1,0,Transit,2015,CoRoT,2.85057,0.0386,10.0881,0.9,270.1555,0.85,Mass,0.082,106.484,833.0,K0 V,5260.0,0.9,0.97,0.2,[Fe/H],4.3,278.9020691,6.4795703,2630.4709709199997,15.2394
CoRoT-3 b,CoRoT-3,1,1,0,Transit,2008,CoRoT,4.2568,0.05783,11.32,1.01,6883.91,21.66,Mass,0.0,106.484,1695.0,F3 V,6740.0,1.56,1.37,0.14,[Fe/H],4.22,292.0552827,0.1218359,2507.3927427599997,13.2188
CoRoT-30 b,CoRoT-30,1,1,0,Transit,2020,CoRoT,9.06005,0.0844,11.309881,1.009,921.707,2.9,Mass,0.007,106.484,833.0,G3 V,5650.0,0.91,0.98,0.02,[Fe/H],4.4,277.6011767,6.8359338,3366.6800788,15.413
CoRoT-31 b,CoRoT-31,1,1,0,Transit,2020,CoRoT,4.62941,0.0586,16.36514,1.46,266.9772,0.84,Mass,0.02,106.484,833.0,G2 IV,5700.0,2.15,1.25,0.0,[Fe/H],3.85,94.820735,-4.4222978,6541.9065856,15.4655
CoRoT-32 b,CoRoT-32,1,1,0,Transit,2018,CoRoT,6.71837,0.071,6.38913,0.57,47.6745,0.15,Mass,0.0,132.26,938.0,G0 VI,5970.0,0.79,1.08,0.0,[Fe/H],4.67,100.1951714,9.2573953,1880.88620548,13.5867
CoRoT-35 b,CoRoT-35,1,1,0,Transit,2022,CoRoT,3.22748,0.0429,18.83108758,1.68,349.6112477,1.1,Mass,0.0,106.484,1747.0,F6 V,6390.0,1.65,1.01,-0.5,[Fe/H],4.01,289.3143526,-2.7747085,3663.4168076,15.2625
CoRoT-36 b,CoRoT-36,1,1,0,Transit,2022,CoRoT,5.616531,0.066,15.80466279,1.41,216.12331676,0.68,Mass,0.0,106.484,1567.0,F3 V,6730.0,1.52,1.32,-0.1,[Fe/H],4.16,277.7510149,7.1833465,3020.0675744799996,12.9515
CoRoT-4 b,CoRoT-4,1,1,0,Transit,2008,CoRoT,9.20205,0.09,13.34,1.19,228.83,0.72,Mass,0.0,203.9517,1074.0,Unknown,6190.0,1.17,1.16,0.05,Unknown,4.41,102.1946233,-0.6727861,2369.23632272,13.5613
CoRoT-5 b,CoRoT-5,1,1,0,Transit,2009,CoRoT,4.0378962,0.04947,15.558,1.388,148.42,0.467,Mass,0.09,786.2949,1438.0,F9 V,6100.0,1.186,1.0,-0.25,[M/H],4.19,101.2772396,0.8152163,2878.23537632,13.9021
CoRoT-6 b,CoRoT-6,1,1,0,Transit,2009,CoRoT,8.886593,0.0855,13.068,1.166,940.74,2.96,Mass,0.1,106.484,1017.0,F9 V,6090.0,1.025,1.05,-0.2,[Fe/H],4.43,281.0725563,6.6632062,2104.66509864,13.7459
CoRoT-7 b,CoRoT-7,1,3,0,Transit,2009,CoRoT,0.85359163,0.017016,1.68135,0.15,4.07660518,0.01282637,Mass,0.0,106.484,1756.0,G9 V,5275.0,0.83,0.82,0.05,[Fe/H],4.5,100.9561682,-1.0630076,521.54301336,11.5239
CoRoT-7 c,CoRoT-7,1,3,0,Radial Velocity,2009,CoRoT,3.698,0.046,2.83,0.253,8.4,0.02642922,Mass,0.0,4.515000000000001,449.05,G9 V,5256.0,0.864273,0.899,0.06,[M/H],4.51853,100.9561682,-1.0630076,521.54301336,11.5239
CoRoT-7 d,CoRoT-7,1,3,0,Radial Velocity,2022,La Silla Observatory,8.966,0.95,4.31,0.384,17.142,0.05393476,Mass,0.152,4.515000000000001,449.05,G9 V,5250.0,0.8389,0.915,0.12,[Fe/H],4.573,100.9561682,-1.0630076,521.54301336,11.5239
CoRoT-8 b,CoRoT-8,1,1,0,Transit,2010,CoRoT,6.21229,0.063,6.39,0.57,69.92,0.22,Mass,0.0,106.484,870.0,K1 V,5080.0,0.77,0.88,0.3,[M/H],4.58,291.5885696,1.4262972,1050.3429977199999,14.2195
CoRoT-9 b,CoRoT-9,2,1,0,Transit,2009,CoRoT,95.272656,0.4021,11.948794,1.066,266.9772,0.84,Mass,0.133,106.484,420.0,G3 V,5625.0,0.96,0.96,-0.01,[Fe/H],4.54,280.7866461,6.2040783,1346.9590488,13.5008
DE CVn b,DE CVn,2,1,0,Eclipse Timing Variations,2018,Multiple Facilities,4098.1,5.75,12.4,1.1,3823.27330161,12.02930278,Msin(i)/sin(i),0.0,68.8655,718.0,Unknown,3579.0,0.424754,0.51,-0.092,Unknown,4.80413,201.7207198,45.5455449,99.5509651,11.9752
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,Astrometry,2013,Paranal Observatory,246.36,0.36,11.9,1.06,9057.77,28.5,Mass,0.345,68.8655,718.0,L1.5,4034.0,0.624,0.075,0.08499999999999999,Unknown,4.68,125.7620668,-49.2003008,67.7426012,18.5577
DH Tau b,DH Tau,1,1,0,Imaging,2004,Subaru Telescope,33000.0,330.0,30.2643,2.7,3496.0,11.0,Mass,0.4,68.8655,2200.0,M0.5,4371.0,0.27,0.33,-0.036,Unknown,4.00103,67.4231674,26.5493897,439.80831975999996,12.4961
DMPP-1 b,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,17.812,0.1423,4.26,0.38,16.8,0.05285871,Msini,0.2,4.515000000000001,877.0,F8 V,6196.0,1.26,1.21,0.05,Unknown,4.41,86.7761233,-10.6303217,203.974048528,7.85032
DMPP-1 c,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,10.03,0.0973,3.31,0.295,10.94,0.03442109,Msini,0.22,4.515000000000001,1239.0,F8 V,6196.0,1.26,1.21,0.05,Unknown,4.41,86.7761233,-10.6303217,203.974048528,7.85032
DMPP-1 d,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,3.1417,0.04467,2.02,0.18,4.72,0.01485078,Msini,0.36,4.515000000000001,1632.0,F8 V,6196.0,1.26,1.21,0.05,Unknown,4.41,86.7761233,-10.6303217,203.974048528,7.85032
DMPP-1 e,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,5.516,0.0651,1.86,0.166,4.13,0.01299437,Msini,0.07,4.515000000000001,1314.0,F8 V,6196.0,1.26,1.21,0.05,Unknown,4.41,86.7761233,-10.6303217,203.974048528,7.85032
DMPP-2 b,DMPP-2,1,3,0,Radial Velocity,2019,Multiple Facilities,5.203,0.06638,14.2,1.27,171.48,0.53953642,Msini,0.06,4.515000000000001,1000.0,F5 V,6500.0,1.78,1.41,0.05,Unknown,4.1,27.407731,-34.4590985,449.8995864,8.45824
DMPP-2 c,DMPP-2,1,3,0,Radial Velocity,2026,Multiple Observatories,3.168,0.04789,8.26,0.737,51.79,0.16294956,Msini,0.28,4.515000000000001,449.05,F5 V,6500.0,1.78,1.41,0.05,Unknown,4.1,27.407731,-34.4590985,449.8995864,8.45824
DMPP-2 d,DMPP-2,1,3,0,Radial Velocity,2026,Multiple Observatories,16.491,0.1432,11.6,1.03,91.79,0.28880364,Msini,0.1,4.515000000000001,449.05,F5 V,6500.0,1.78,1.41,0.05,Unknown,4.1,27.407731,-34.4590985,449.8995864,8.45824
DMPP-3 A b,DMPP-3 A,2,1,0,Radial Velocity,2019,La Silla Observatory,5.59,0.05958,1.44,0.129,2.67,0.00840076,Msini,0.42,4.515000000000001,854.0,K0 V,5138.0,0.91,0.9,0.18,[Fe/H],4.46049,91.6243532,-72.5143057,152.94009305199998,8.8543
DMPP-4 b,DMPP-4,1,1,0,Radial Velocity,2023,Multiple Observatories,3.4982,0.04853,3.53,0.315,12.2,0.03838549,Msini,0.063,4.515000000000001,449.05,F5-F8 V,6400.0,1.38,1.25,-0.007,[Fe/H],4.24,293.5826648,51.2358069,82.610096304,5.60037
DMPP-6 b,DMPP-6,1,2,0,Radial Velocity,2026,Multiple Observatories,7.6027,0.0779,2.28,0.203,5.8,0.01824884,Msini,0.34,4.515000000000001,449.05,Unknown,6182.09,1.27,1.079,0.32,[M/H],4.31374,120.3857827,-70.0234291,178.18000126799998,7.56056
DMPP-6 c,DMPP-6,1,2,0,Radial Velocity,2026,Multiple Observatories,36.441,0.2206,3.74,0.334,13.47,0.04238136,Msini,0.31,4.515000000000001,449.05,Unknown,6182.09,1.27,1.079,0.32,[M/H],4.31374,120.3857827,-70.0234291,178.18000126799998,7.56056
DMPP-7 b,DMPP-7,1,1,0,Radial Velocity,2026,Multiple Observatories,4.984,0.05873,9.13,0.815,61.39,0.19315454,Msini,0.1,4.515000000000001,449.05,G1 V,5996.82,1.53949,1.09,0.05,Unknown,4.17,203.5284651,0.4988127,330.67652216,8.65313
DMPP-8 b,DMPP-8,1,1,0,Radial Velocity,2026,Multiple Observatories,62.915,0.3098,10.8,0.96,81.09,0.25513767,Msini,0.275,4.515000000000001,449.05,Unknown,6009.0,1.24,0.99,0.05,Unknown,4.32111,305.3083517,-81.6166664,248.31397825999997,8.49441
DMPP-9 b,DMPP-9,1,1,0,Radial Velocity,2026,Multiple Observatories,12.733,0.1097,3.89,0.347,14.43,0.04540186,Msini,0.25,4.515000000000001,449.05,Unknown,6092.0,1.26,1.1,0.05,Unknown,4.2613,316.3060007,-66.9581622,357.26802083999996,9.08087
DP Leo b,DP Leo,2,1,0,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,10220.0,8.19,12.7,1.14,1995.88832,6.28,Mass,0.39,68.8655,718.0,Unknown,13500.0,0.0115,0.69,-0.092,Unknown,5.508,169.3162193,17.9615717,997.00670704,18.6333
